transaction_id,customer_id,amount,payment_method,status,failure_reason,customer_age,previous_transactions,successful_transactions,failed_transactions,preferred_method,hour,day_of_week
TXN_016009,CUST_02764,16082.54,CARD,FAILED,NETWORK_ERROR,38,27,9,5,UPI,2,Monday
TXN_016010,CUST_01111,10467.12,CARD,FAILED,BANK_TIMEOUT,35,11,24,6,WALLET,14,Wednesday
TXN_016011,CUST_01265,9801.15,WALLET,SUCCESS,,20,14,17,6,UPI,6,Tuesday
TXN_016012,CUST_05303,20105.45,CARD,SUCCESS,,30,1,25,1,NETBANKING,11,Saturday
TXN_016013,CUST_07547,2657.04,UPI,SUCCESS,,18,24,17,9,WALLET,19,Saturday
TXN_016014,CUST_01429,5478.79,CARD,SUCCESS,,23,6,11,1,NETBANKING,8,Tuesday
TXN_016015,CUST_05569,14429.89,UPI,FAILED,BANK_TIMEOUT,34,1,8,5,NETBANKING,21,Tuesday
TXN_016016,CUST_01894,3354.03,UPI,SUCCESS,,38,6,12,7,NETBANKING,1,Sunday
TXN_016017,CUST_06720,11815.59,UPI,SUCCESS,,57,14,2,7,CARD,21,Friday
TXN_016018,CUST_01748,845.02,UPI,SUCCESS,,33,25,21,9,WALLET,23,Thursday
TXN_016019,CUST_03392,20816.08,UPI,SUCCESS,,35,6,12,5,NETBANKING,15,Friday
TXN_016020,CUST_05705,4337.98,CARD,SUCCESS,,37,17,21,2,NETBANKING,11,Monday
TXN_016021,CUST_06660,24780.38,CARD,SUCCESS,,50,21,21,8,UPI,8,Monday
TXN_016022,CUST_04964,829.96,UPI,SUCCESS,,21,11,7,10,CARD,18,Wednesday
TXN_016023,CUST_01352,884.83,WALLET,SUCCESS,,59,20,15,7,CARD,17,Wednesday
TXN_016024,CUST_01685,17928.95,NETBANKING,SUCCESS,,35,5,21,2,CARD,2,Sunday
TXN_016025,CUST_05483,20775.11,NETBANKING,SUCCESS,,19,2,3,9,NETBANKING,16,Saturday
TXN_016026,CUST_00840,15951.16,UPI,SUCCESS,,31,10,13,2,UPI,9,Thursday
TXN_016027,CUST_01864,7511.76,UPI,FAILED,CARD_DECLINED,58,7,14,0,UPI,6,Sunday
TXN_016028,CUST_06766,6468.05,WALLET,SUCCESS,,36,6,23,2,WALLET,10,Thursday
TXN_016029,CUST_01638,17998.39,NETBANKING,SUCCESS,,48,21,4,3,CARD,11,Tuesday
TXN_016030,CUST_04780,9475.89,UPI,SUCCESS,,54,29,4,8,NETBANKING,17,Wednesday
TXN_016031,CUST_02133,23110.64,CARD,FAILED,LIMIT_EXCEEDED,42,30,8,8,CARD,17,Saturday
TXN_016032,CUST_05011,19737.55,CARD,SUCCESS,,56,27,7,1,NETBANKING,18,Wednesday
TXN_016033,CUST_07168,8108.47,UPI,SUCCESS,,48,17,20,6,UPI,15,Friday
TXN_016034,CUST_04813,12366.3,UPI,SUCCESS,,22,18,23,4,CARD,23,Wednesday
TXN_016035,CUST_09477,4435.02,NETBANKING,SUCCESS,,59,24,5,0,NETBANKING,2,Friday
TXN_016036,CUST_03938,20284.49,CARD,SUCCESS,,36,15,10,0,CARD,20,Wednesday
TXN_016037,CUST_05454,4496.33,UPI,SUCCESS,,59,11,24,2,NETBANKING,9,Friday
TXN_016038,CUST_08249,13838.93,CARD,SUCCESS,,59,1,17,7,CARD,15,Friday
TXN_016039,CUST_05232,5401.42,WALLET,SUCCESS,,45,13,19,9,NETBANKING,1,Sunday
TXN_016040,CUST_08627,999.93,UPI,SUCCESS,,57,24,10,2,UPI,20,Friday
TXN_016041,CUST_05799,23141.11,WALLET,SUCCESS,,52,9,9,8,NETBANKING,21,Tuesday
TXN_016042,CUST_05690,13801.31,UPI,SUCCESS,,37,28,4,2,CARD,18,Monday
TXN_016043,CUST_07336,23984.51,NETBANKING,SUCCESS,,20,18,2,3,CARD,9,Saturday
TXN_016044,CUST_00552,23510.63,UPI,FAILED,BANK_SERVER_DOWN,22,3,10,4,NETBANKING,2,Saturday
TXN_016045,CUST_07031,8982.27,UPI,SUCCESS,,58,26,1,9,WALLET,23,Wednesday
TXN_016046,CUST_09433,17336.15,UPI,SUCCESS,,39,25,12,5,CARD,3,Wednesday
TXN_016047,CUST_08853,17006.25,NETBANKING,SUCCESS,,19,28,1,0,CARD,18,Sunday
TXN_016048,CUST_05769,10881.5,NETBANKING,FAILED,BANK_TIMEOUT,54,13,11,1,CARD,14,Friday
TXN_016049,CUST_00784,4333.59,WALLET,SUCCESS,,54,15,17,9,CARD,7,Friday
TXN_016050,CUST_09661,19771.16,CARD,SUCCESS,,33,30,12,1,WALLET,14,Monday
TXN_016051,CUST_01226,2543.33,NETBANKING,SUCCESS,,33,17,18,2,NETBANKING,3,Tuesday
TXN_016052,CUST_06081,9298.93,CARD,SUCCESS,,57,11,17,1,NETBANKING,18,Monday
TXN_016053,CUST_06636,1574.93,UPI,SUCCESS,,49,21,9,3,WALLET,21,Tuesday
TXN_016054,CUST_01532,10445.83,WALLET,SUCCESS,,47,1,13,3,WALLET,5,Friday
TXN_016055,CUST_02666,4520.69,WALLET,FAILED,OTP_FAILURE,24,27,16,10,UPI,23,Wednesday
TXN_016056,CUST_08144,2559.57,CARD,SUCCESS,,44,7,12,3,CARD,6,Thursday
TXN_016057,CUST_06373,1717.7,CARD,SUCCESS,,52,19,19,9,CARD,23,Tuesday
TXN_016058,CUST_07779,9808.76,UPI,SUCCESS,,32,6,13,10,CARD,10,Thursday
TXN_016059,CUST_05271,12476.77,WALLET,SUCCESS,,35,22,10,3,CARD,2,Sunday
TXN_016060,CUST_05668,22143.02,NETBANKING,SUCCESS,,40,25,22,1,UPI,4,Thursday
TXN_016061,CUST_04269,11025.46,WALLET,SUCCESS,,20,29,10,8,CARD,19,Thursday
TXN_016062,CUST_03738,17907.15,NETBANKING,SUCCESS,,45,28,2,5,WALLET,13,Saturday
TXN_016063,CUST_09027,11824.97,NETBANKING,SUCCESS,,60,24,4,9,UPI,16,Friday
TXN_016064,CUST_05452,22450.74,UPI,SUCCESS,,54,18,15,2,WALLET,3,Friday
TXN_016065,CUST_07540,8164.16,NETBANKING,SUCCESS,,38,2,16,10,UPI,14,Sunday
TXN_016066,CUST_08161,20782.11,CARD,SUCCESS,,32,12,21,2,UPI,2,Monday
TXN_016067,CUST_04669,24280.75,UPI,SUCCESS,,54,16,6,4,WALLET,8,Friday
TXN_016068,CUST_04724,12324.88,NETBANKING,SUCCESS,,50,26,14,5,UPI,14,Wednesday
TXN_016069,CUST_08558,22122.08,CARD,SUCCESS,,56,7,18,0,CARD,20,Thursday
TXN_016070,CUST_00350,11219.05,NETBANKING,FAILED,BANK_TIMEOUT,52,21,16,5,UPI,10,Wednesday
TXN_016071,CUST_05335,6220.3,UPI,SUCCESS,,53,13,18,3,UPI,11,Thursday
TXN_016072,CUST_08285,3708.86,NETBANKING,SUCCESS,,47,15,22,10,NETBANKING,1,Wednesday
TXN_016073,CUST_06758,1428.18,CARD,FAILED,BANK_SERVER_DOWN,27,28,15,4,UPI,20,Sunday
TXN_016074,CUST_04334,22657.37,UPI,FAILED,NETWORK_ERROR,43,18,3,3,UPI,23,Saturday
TXN_016075,CUST_03450,24011.51,CARD,FAILED,CARD_DECLINED,36,14,4,2,CARD,13,Saturday
TXN_016076,CUST_06109,3295.04,WALLET,SUCCESS,,50,4,23,6,NETBANKING,10,Thursday
TXN_016077,CUST_05370,17722.02,CARD,SUCCESS,,34,3,20,2,CARD,11,Sunday
TXN_016078,CUST_02721,17484.22,WALLET,SUCCESS,,60,11,18,2,NETBANKING,23,Monday
TXN_016079,CUST_04489,21072.26,UPI,SUCCESS,,46,15,17,5,NETBANKING,6,Saturday
TXN_016080,CUST_02718,8277.33,NETBANKING,SUCCESS,,20,24,12,6,CARD,18,Wednesday
TXN_016081,CUST_09991,12528.87,CARD,SUCCESS,,23,23,10,7,NETBANKING,17,Monday
TXN_016082,CUST_09741,11480.18,WALLET,SUCCESS,,31,23,8,7,NETBANKING,8,Friday
TXN_016083,CUST_01655,5137.69,WALLET,SUCCESS,,26,9,11,4,WALLET,2,Friday
TXN_016084,CUST_00927,23749.98,WALLET,SUCCESS,,18,27,5,2,UPI,12,Monday
TXN_016085,CUST_01292,16855.18,WALLET,FAILED,BANK_TIMEOUT,22,26,13,6,NETBANKING,4,Wednesday
TXN_016086,CUST_03875,2839.29,NETBANKING,SUCCESS,,26,3,2,3,UPI,18,Sunday
TXN_016087,CUST_09551,23955.27,WALLET,SUCCESS,,25,14,2,6,NETBANKING,10,Thursday
TXN_016088,CUST_09396,14976.71,NETBANKING,FAILED,BANK_TIMEOUT,51,16,23,8,WALLET,1,Saturday
TXN_016089,CUST_00887,13173.99,UPI,SUCCESS,,19,20,8,6,CARD,2,Monday
TXN_016090,CUST_09295,13956.55,WALLET,SUCCESS,,60,26,14,1,UPI,2,Monday
TXN_016091,CUST_08664,6921.55,NETBANKING,SUCCESS,,35,14,21,9,NETBANKING,1,Tuesday
TXN_016092,CUST_06690,3236.26,CARD,SUCCESS,,19,12,20,10,NETBANKING,22,Thursday
TXN_016093,CUST_09662,12364.23,UPI,SUCCESS,,36,13,13,1,UPI,0,Sunday
TXN_016094,CUST_09563,17793.74,CARD,FAILED,OTP_FAILURE,54,4,3,0,UPI,13,Sunday
TXN_016095,CUST_09847,11708.19,NETBANKING,SUCCESS,,40,21,11,1,CARD,11,Wednesday
TXN_016096,CUST_00129,3051.79,NETBANKING,SUCCESS,,57,22,4,2,CARD,4,Saturday
TXN_016097,CUST_01298,21832.55,CARD,SUCCESS,,54,22,17,4,NETBANKING,1,Friday
TXN_016098,CUST_02606,10269.46,WALLET,SUCCESS,,18,20,6,7,UPI,5,Wednesday
TXN_016099,CUST_06181,4874.41,CARD,SUCCESS,,36,27,19,0,CARD,16,Sunday
TXN_016100,CUST_01421,665.68,CARD,SUCCESS,,22,30,1,1,UPI,15,Monday
TXN_016101,CUST_00339,15454.13,WALLET,SUCCESS,,56,7,4,0,WALLET,22,Sunday
TXN_016102,CUST_04719,15762.95,UPI,SUCCESS,,54,19,2,7,WALLET,15,Sunday
TXN_016103,CUST_07187,7262.52,WALLET,SUCCESS,,28,2,2,0,UPI,13,Tuesday
TXN_016104,CUST_09754,7297.34,WALLET,SUCCESS,,59,3,10,1,WALLET,11,Monday
TXN_016105,CUST_02063,17873.46,NETBANKING,SUCCESS,,56,4,25,7,CARD,21,Friday
TXN_016106,CUST_08557,5030.23,UPI,SUCCESS,,24,25,5,3,UPI,17,Friday
TXN_016107,CUST_04235,24203.29,CARD,SUCCESS,,27,4,9,6,NETBANKING,2,Friday
TXN_016108,CUST_00795,6780.95,NETBANKING,FAILED,LIMIT_EXCEEDED,24,6,3,2,UPI,8,Thursday
TXN_016109,CUST_09569,6806.44,UPI,SUCCESS,,32,2,14,3,UPI,7,Monday
TXN_016110,CUST_08370,15119.79,WALLET,SUCCESS,,25,27,1,1,WALLET,9,Wednesday
TXN_016111,CUST_01461,18220.51,UPI,SUCCESS,,52,26,25,5,NETBANKING,3,Tuesday
TXN_016112,CUST_05863,19220.26,NETBANKING,SUCCESS,,27,4,6,9,NETBANKING,18,Sunday
TXN_016113,CUST_01171,16357.52,NETBANKING,SUCCESS,,45,24,14,5,NETBANKING,21,Saturday
TXN_016114,CUST_01367,13426.2,WALLET,SUCCESS,,28,5,19,4,WALLET,9,Tuesday
TXN_016115,CUST_08759,23911.66,CARD,SUCCESS,,30,20,5,6,WALLET,20,Wednesday
TXN_016116,CUST_03846,9489.24,WALLET,SUCCESS,,54,11,12,2,UPI,18,Friday
TXN_016117,CUST_04087,6360.78,WALLET,SUCCESS,,44,8,9,8,NETBANKING,8,Thursday
TXN_016118,CUST_09236,24972.72,CARD,SUCCESS,,28,26,14,9,WALLET,7,Saturday
TXN_016119,CUST_02066,2895.23,CARD,SUCCESS,,43,5,16,7,WALLET,5,Friday
TXN_016120,CUST_03554,17447.36,WALLET,SUCCESS,,60,25,24,6,NETBANKING,5,Thursday
TXN_016121,CUST_00139,3079.38,UPI,SUCCESS,,45,14,24,4,NETBANKING,9,Tuesday
TXN_016122,CUST_02930,17375.16,CARD,FAILED,OTP_FAILURE,27,29,14,5,UPI,21,Thursday
TXN_016123,CUST_01438,11846.67,UPI,SUCCESS,,48,21,2,2,UPI,19,Sunday
TXN_016124,CUST_07075,12379.34,WALLET,SUCCESS,,33,29,25,1,UPI,23,Thursday
TXN_016125,CUST_01614,12087.18,NETBANKING,SUCCESS,,36,23,25,4,WALLET,5,Saturday
TXN_016126,CUST_03536,4361.89,NETBANKING,SUCCESS,,57,21,23,4,UPI,3,Tuesday
TXN_016127,CUST_01848,21273.77,NETBANKING,SUCCESS,,58,8,8,1,NETBANKING,19,Sunday
TXN_016128,CUST_02136,14298.26,UPI,SUCCESS,,24,19,3,0,CARD,17,Tuesday
TXN_016129,CUST_04255,4974.19,NETBANKING,SUCCESS,,25,18,4,4,UPI,14,Tuesday
TXN_016130,CUST_07899,18098.01,CARD,SUCCESS,,28,22,25,4,UPI,11,Friday
TXN_016131,CUST_04658,4125.08,UPI,SUCCESS,,31,2,4,10,CARD,23,Sunday
TXN_016132,CUST_02179,23441.98,UPI,FAILED,CARD_DECLINED,49,16,17,0,NETBANKING,5,Thursday
TXN_016133,CUST_04449,1303.0,CARD,FAILED,OTP_FAILURE,22,5,4,3,CARD,1,Tuesday
TXN_016134,CUST_05189,24864.42,UPI,FAILED,BANK_SERVER_DOWN,27,7,4,1,CARD,23,Monday
TXN_016135,CUST_04069,16637.65,NETBANKING,SUCCESS,,30,2,19,1,UPI,6,Thursday
TXN_016136,CUST_05316,19190.59,UPI,SUCCESS,,23,30,11,10,UPI,14,Friday
TXN_016137,CUST_04760,9800.57,CARD,SUCCESS,,57,3,2,1,UPI,2,Tuesday
TXN_016138,CUST_07763,9312.85,NETBANKING,SUCCESS,,57,2,17,8,UPI,21,Wednesday
TXN_016139,CUST_07509,10835.78,WALLET,SUCCESS,,43,7,21,2,UPI,2,Monday
TXN_016140,CUST_02188,6754.84,UPI,FAILED,INSUFFICIENT_FUNDS,59,24,15,0,WALLET,14,Tuesday
TXN_016141,CUST_04775,19136.25,WALLET,SUCCESS,,50,21,3,5,NETBANKING,2,Monday
TXN_016142,CUST_08879,7978.16,UPI,SUCCESS,,39,25,18,10,NETBANKING,2,Thursday
TXN_016143,CUST_09093,12076.37,CARD,SUCCESS,,40,13,1,3,UPI,17,Tuesday
TXN_016144,CUST_03931,21908.16,CARD,SUCCESS,,48,18,15,1,NETBANKING,9,Wednesday
TXN_016145,CUST_09991,3347.49,WALLET,SUCCESS,,23,23,10,7,NETBANKING,23,Wednesday
TXN_016146,CUST_00106,13849.54,CARD,SUCCESS,,43,23,22,0,WALLET,20,Friday
TXN_016147,CUST_02390,14716.92,NETBANKING,SUCCESS,,54,18,16,5,WALLET,17,Tuesday
TXN_016148,CUST_06509,15452.92,WALLET,SUCCESS,,26,13,22,7,CARD,14,Thursday
TXN_016149,CUST_04620,18481.08,WALLET,SUCCESS,,40,8,25,8,WALLET,3,Monday
TXN_016150,CUST_00167,16362.7,CARD,FAILED,OTP_FAILURE,47,11,6,0,UPI,0,Friday
TXN_016151,CUST_08536,7030.11,NETBANKING,SUCCESS,,58,25,23,4,WALLET,22,Monday
TXN_016152,CUST_06489,17286.56,CARD,SUCCESS,,41,2,5,2,UPI,14,Sunday
TXN_016153,CUST_05207,15052.52,WALLET,SUCCESS,,47,8,7,10,WALLET,22,Thursday
TXN_016154,CUST_05974,8158.89,WALLET,SUCCESS,,31,28,19,8,WALLET,19,Sunday
TXN_016155,CUST_04910,1388.93,WALLET,SUCCESS,,50,25,4,8,WALLET,1,Friday
TXN_016156,CUST_02270,19704.95,CARD,SUCCESS,,27,4,14,1,UPI,17,Saturday
TXN_016157,CUST_09468,5278.62,CARD,FAILED,BANK_SERVER_DOWN,21,17,17,10,CARD,8,Monday
TXN_016158,CUST_00974,125.49,NETBANKING,SUCCESS,,49,21,20,0,NETBANKING,21,Friday
TXN_016159,CUST_01035,12930.33,CARD,FAILED,INSUFFICIENT_FUNDS,36,6,12,2,CARD,15,Tuesday
TXN_016160,CUST_02256,137.15,NETBANKING,SUCCESS,,23,27,19,1,NETBANKING,12,Tuesday
TXN_016161,CUST_08585,20399.61,NETBANKING,SUCCESS,,37,21,2,7,NETBANKING,3,Wednesday
TXN_016162,CUST_03020,1952.83,WALLET,FAILED,CARD_DECLINED,44,28,25,0,WALLET,1,Sunday
TXN_016163,CUST_07718,23214.87,UPI,SUCCESS,,49,2,24,8,WALLET,11,Saturday
TXN_016164,CUST_07698,14437.48,NETBANKING,FAILED,BANK_TIMEOUT,37,18,11,6,UPI,10,Monday
TXN_016165,CUST_04613,6025.47,WALLET,SUCCESS,,20,21,24,0,UPI,3,Friday
TXN_016166,CUST_01104,8500.81,UPI,SUCCESS,,25,15,23,0,WALLET,11,Thursday
TXN_016167,CUST_08787,2057.97,CARD,SUCCESS,,18,1,25,9,UPI,18,Saturday
TXN_016168,CUST_03552,9970.12,UPI,SUCCESS,,21,25,25,7,NETBANKING,11,Wednesday
TXN_016169,CUST_01441,7810.63,CARD,SUCCESS,,25,9,12,3,UPI,2,Sunday
TXN_016170,CUST_06515,16162.86,NETBANKING,SUCCESS,,41,11,15,3,UPI,18,Monday
TXN_016171,CUST_03991,9652.46,WALLET,FAILED,INSUFFICIENT_FUNDS,35,27,8,2,NETBANKING,5,Thursday
TXN_016172,CUST_01849,6858.14,UPI,SUCCESS,,48,20,25,3,NETBANKING,17,Thursday
TXN_016173,CUST_05820,16242.5,WALLET,SUCCESS,,58,7,15,1,WALLET,16,Saturday
TXN_016174,CUST_00996,19309.11,CARD,SUCCESS,,21,19,20,6,CARD,2,Tuesday
TXN_016175,CUST_08684,6875.08,UPI,SUCCESS,,25,7,1,7,UPI,1,Saturday
TXN_016176,CUST_00540,23596.69,UPI,FAILED,INSUFFICIENT_FUNDS,40,8,24,2,UPI,11,Tuesday
TXN_016177,CUST_04898,4071.19,UPI,SUCCESS,,39,5,16,5,NETBANKING,12,Thursday
TXN_016178,CUST_01939,926.42,CARD,SUCCESS,,36,11,18,5,UPI,14,Friday
TXN_016179,CUST_08707,23266.17,CARD,SUCCESS,,30,20,13,7,NETBANKING,9,Friday
TXN_016180,CUST_04381,18367.54,WALLET,SUCCESS,,59,4,25,7,UPI,10,Sunday
TXN_016181,CUST_00603,3359.06,WALLET,SUCCESS,,41,14,18,1,UPI,5,Wednesday
TXN_016182,CUST_03488,11348.71,UPI,SUCCESS,,45,20,5,9,UPI,5,Sunday
TXN_016183,CUST_00635,19173.54,CARD,SUCCESS,,30,11,6,9,WALLET,16,Friday
TXN_016184,CUST_00759,4878.41,UPI,SUCCESS,,41,17,4,9,UPI,2,Friday
TXN_016185,CUST_04042,19680.92,CARD,SUCCESS,,25,12,9,3,CARD,19,Sunday
TXN_016186,CUST_02448,9503.29,WALLET,SUCCESS,,50,11,18,4,CARD,7,Tuesday
TXN_016187,CUST_00100,23852.15,WALLET,SUCCESS,,37,19,7,8,WALLET,7,Monday
TXN_016188,CUST_04383,16003.07,UPI,SUCCESS,,51,6,24,0,CARD,18,Thursday
TXN_016189,CUST_00216,11742.74,UPI,SUCCESS,,24,20,9,7,WALLET,15,Wednesday
TXN_016190,CUST_03472,21434.04,NETBANKING,SUCCESS,,29,1,9,1,CARD,20,Thursday
TXN_016191,CUST_06649,19770.44,NETBANKING,SUCCESS,,30,4,20,0,WALLET,17,Saturday
TXN_016192,CUST_05447,16855.89,UPI,SUCCESS,,58,23,19,8,WALLET,18,Sunday
TXN_016193,CUST_07403,20043.65,UPI,SUCCESS,,22,12,16,10,NETBANKING,15,Thursday
TXN_016194,CUST_09774,19546.38,UPI,SUCCESS,,55,1,4,5,WALLET,12,Saturday
TXN_016195,CUST_00074,17991.26,WALLET,FAILED,INSUFFICIENT_FUNDS,21,12,15,3,WALLET,15,Wednesday
TXN_016196,CUST_07376,4341.16,WALLET,SUCCESS,,49,4,1,10,NETBANKING,13,Saturday
TXN_016197,CUST_04223,729.92,WALLET,FAILED,BANK_TIMEOUT,57,10,9,5,UPI,3,Sunday
TXN_016198,CUST_09616,23514.87,WALLET,SUCCESS,,38,7,22,3,NETBANKING,5,Thursday
TXN_016199,CUST_07947,2676.84,CARD,SUCCESS,,60,21,9,1,WALLET,13,Saturday
TXN_016200,CUST_05134,6012.08,WALLET,SUCCESS,,42,26,16,8,WALLET,16,Thursday
TXN_016201,CUST_05065,22783.46,NETBANKING,FAILED,INSUFFICIENT_FUNDS,40,17,11,1,WALLET,5,Tuesday
TXN_016202,CUST_06389,22908.41,NETBANKING,SUCCESS,,31,7,1,5,CARD,2,Tuesday
TXN_016203,CUST_03567,10213.78,NETBANKING,SUCCESS,,41,6,17,7,NETBANKING,15,Thursday
TXN_016204,CUST_07534,8517.83,UPI,SUCCESS,,53,16,9,8,WALLET,8,Thursday
TXN_016205,CUST_00389,1833.38,UPI,SUCCESS,,20,18,1,7,CARD,22,Thursday
TXN_016206,CUST_05915,16587.91,NETBANKING,SUCCESS,,43,25,2,8,CARD,11,Saturday
TXN_016207,CUST_02038,18209.75,UPI,FAILED,BANK_SERVER_DOWN,20,2,1,4,NETBANKING,13,Sunday
TXN_016208,CUST_04808,22947.82,WALLET,SUCCESS,,60,12,17,4,WALLET,7,Tuesday
TXN_016209,CUST_07582,5098.53,CARD,SUCCESS,,26,7,22,9,WALLET,15,Monday
TXN_016210,CUST_03496,6291.29,CARD,SUCCESS,,37,19,14,6,WALLET,17,Sunday
TXN_016211,CUST_05324,3258.48,CARD,SUCCESS,,45,13,1,9,WALLET,12,Thursday
TXN_016212,CUST_00325,604.2,WALLET,SUCCESS,,38,14,21,3,UPI,15,Sunday
TXN_016213,CUST_04808,231.51,UPI,SUCCESS,,60,12,17,4,WALLET,16,Saturday
TXN_016214,CUST_00338,1414.47,NETBANKING,SUCCESS,,50,4,20,5,NETBANKING,9,Thursday
TXN_016215,CUST_01948,5005.62,NETBANKING,SUCCESS,,20,14,19,7,NETBANKING,16,Friday
TXN_016216,CUST_08395,15050.21,WALLET,SUCCESS,,50,27,7,2,NETBANKING,15,Sunday
TXN_016217,CUST_07757,15490.69,UPI,SUCCESS,,24,14,22,10,CARD,9,Monday
TXN_016218,CUST_06295,13191.84,WALLET,SUCCESS,,21,28,8,7,CARD,4,Friday
TXN_016219,CUST_00993,15530.79,NETBANKING,SUCCESS,,30,10,3,6,NETBANKING,4,Saturday
TXN_016220,CUST_09243,14501.53,UPI,SUCCESS,,39,17,1,5,NETBANKING,4,Thursday
TXN_016221,CUST_01385,21222.76,UPI,SUCCESS,,34,23,21,0,CARD,0,Monday
TXN_016222,CUST_05791,9837.04,WALLET,SUCCESS,,33,24,23,9,UPI,9,Wednesday
TXN_016223,CUST_09802,3095.57,WALLET,FAILED,CARD_DECLINED,60,20,9,5,UPI,13,Monday
TXN_016224,CUST_07783,24869.35,UPI,SUCCESS,,44,10,11,2,WALLET,12,Monday
TXN_016225,CUST_03478,19165.43,WALLET,SUCCESS,,26,22,5,7,NETBANKING,13,Tuesday
TXN_016226,CUST_01078,2601.17,UPI,SUCCESS,,52,24,1,6,NETBANKING,21,Monday
TXN_016227,CUST_08448,7108.79,WALLET,SUCCESS,,34,16,13,3,WALLET,0,Saturday
TXN_016228,CUST_07193,22185.09,NETBANKING,SUCCESS,,21,8,23,0,NETBANKING,13,Friday
TXN_016229,CUST_05970,20886.49,WALLET,SUCCESS,,45,9,2,9,NETBANKING,19,Monday
TXN_016230,CUST_07526,989.17,CARD,SUCCESS,,37,25,1,7,NETBANKING,2,Friday
TXN_016231,CUST_09603,21640.33,WALLET,SUCCESS,,55,4,18,7,CARD,3,Sunday
TXN_016232,CUST_03248,16083.38,CARD,SUCCESS,,32,24,23,6,WALLET,22,Thursday
TXN_016233,CUST_03102,15076.57,CARD,SUCCESS,,44,30,1,3,WALLET,21,Friday
TXN_016234,CUST_09037,12691.3,UPI,SUCCESS,,31,4,20,3,WALLET,3,Saturday
TXN_016235,CUST_02705,5378.83,NETBANKING,FAILED,OTP_FAILURE,34,18,1,8,NETBANKING,6,Friday
TXN_016236,CUST_04730,3178.64,CARD,SUCCESS,,36,4,21,2,UPI,3,Tuesday
TXN_016237,CUST_09378,23057.46,NETBANKING,SUCCESS,,20,20,7,6,WALLET,12,Thursday
TXN_016238,CUST_01414,6655.72,CARD,FAILED,LIMIT_EXCEEDED,38,8,15,5,WALLET,2,Thursday
TXN_016239,CUST_01660,23242.31,WALLET,SUCCESS,,55,15,23,8,WALLET,18,Friday
TXN_016240,CUST_06748,16316.52,CARD,SUCCESS,,30,4,22,10,NETBANKING,14,Saturday
TXN_016241,CUST_05083,9606.75,CARD,SUCCESS,,19,30,10,2,NETBANKING,7,Tuesday
TXN_016242,CUST_04575,3667.4,UPI,FAILED,BANK_SERVER_DOWN,20,6,14,4,CARD,19,Saturday
TXN_016243,CUST_01196,15559.2,WALLET,SUCCESS,,51,9,25,8,NETBANKING,10,Sunday
TXN_016244,CUST_06424,7070.46,NETBANKING,FAILED,BANK_TIMEOUT,32,27,2,9,CARD,13,Saturday
TXN_016245,CUST_07619,22749.09,UPI,FAILED,OTP_FAILURE,54,9,25,0,NETBANKING,18,Wednesday
TXN_016246,CUST_06548,9716.84,CARD,SUCCESS,,28,15,13,9,UPI,1,Sunday
TXN_016247,CUST_02684,8197.64,WALLET,SUCCESS,,44,14,10,1,UPI,6,Friday
TXN_016248,CUST_02480,20661.82,UPI,SUCCESS,,27,9,2,4,CARD,3,Tuesday
TXN_016249,CUST_01518,3085.81,UPI,SUCCESS,,50,10,12,0,CARD,9,Saturday
TXN_016250,CUST_09699,18071.62,WALLET,SUCCESS,,24,15,19,1,WALLET,7,Wednesday
TXN_016251,CUST_00323,13049.03,UPI,SUCCESS,,58,13,19,10,UPI,19,Friday
TXN_016252,CUST_02827,1575.44,CARD,FAILED,BANK_SERVER_DOWN,28,22,13,6,WALLET,5,Tuesday
TXN_016253,CUST_08172,8270.6,WALLET,SUCCESS,,46,29,7,9,UPI,18,Saturday
TXN_016254,CUST_03906,22261.99,NETBANKING,SUCCESS,,53,18,4,0,WALLET,7,Saturday
TXN_016255,CUST_03982,2102.15,NETBANKING,SUCCESS,,28,18,20,9,UPI,10,Thursday
TXN_016256,CUST_00232,11919.09,CARD,FAILED,NETWORK_ERROR,43,26,25,6,UPI,14,Thursday
TXN_016257,CUST_06101,17905.17,UPI,SUCCESS,,26,29,1,7,NETBANKING,7,Saturday
TXN_016258,CUST_03487,19628.73,NETBANKING,SUCCESS,,25,21,20,1,UPI,8,Saturday
TXN_016259,CUST_09488,22074.47,CARD,SUCCESS,,52,27,13,4,WALLET,3,Sunday
TXN_016260,CUST_04165,15280.89,WALLET,SUCCESS,,28,8,25,2,NETBANKING,9,Tuesday
TXN_016261,CUST_04202,3019.48,CARD,SUCCESS,,40,6,8,5,UPI,17,Friday
TXN_016262,CUST_09682,1278.94,UPI,SUCCESS,,46,20,9,9,WALLET,17,Sunday
TXN_016263,CUST_08982,11544.88,NETBANKING,SUCCESS,,40,7,4,6,CARD,21,Tuesday
TXN_016264,CUST_04792,16466.45,CARD,FAILED,BANK_SERVER_DOWN,27,8,8,0,WALLET,0,Saturday
TXN_016265,CUST_05644,9684.92,NETBANKING,SUCCESS,,56,29,11,6,UPI,10,Tuesday
TXN_016266,CUST_09392,20315.38,UPI,FAILED,BANK_SERVER_DOWN,58,15,4,4,UPI,6,Monday
TXN_016267,CUST_08487,5924.21,CARD,SUCCESS,,57,18,21,6,CARD,9,Monday
TXN_016268,CUST_05754,11962.63,NETBANKING,SUCCESS,,35,16,2,4,CARD,3,Saturday
