transaction_id,customer_id,amount,payment_method,status,failure_reason,customer_age,previous_transactions,successful_transactions,failed_transactions,preferred_method,hour,day_of_week,recovered
TXN_008871,CUST_05223,4852.69,WALLET,FAILED,CARD_DECLINED,41,5,4,1,UPI,22,Sunday,0
TXN_008872,CUST_04889,19680.68,NETBANKING,FAILED,BANK_SERVER_DOWN,34,29,19,10,NETBANKING,22,Sunday,0
TXN_008875,CUST_09025,6538.21,NETBANKING,FAILED,INSUFFICIENT_FUNDS,33,9,23,4,UPI,10,Sunday,0
TXN_008877,CUST_04287,24590.28,CARD,FAILED,BANK_SERVER_DOWN,19,12,3,8,WALLET,16,Saturday,0
TXN_008878,CUST_00368,5933.96,CARD,FAILED,CARD_DECLINED,53,13,13,0,NETBANKING,17,Tuesday,0
TXN_008880,CUST_02447,24826.37,WALLET,FAILED,CARD_DECLINED,47,16,15,4,WALLET,15,Wednesday,0
TXN_008896,CUST_06604,22099.46,CARD,FAILED,CARD_DECLINED,29,28,14,8,WALLET,15,Wednesday,0
TXN_008897,CUST_01682,7927.14,UPI,FAILED,NETWORK_ERROR,26,13,5,8,WALLET,2,Thursday,1
TXN_008902,CUST_08784,19904.3,WALLET,FAILED,OTP_FAILURE,32,14,16,7,CARD,2,Wednesday,0
TXN_008905,CUST_01201,6768.01,WALLET,FAILED,LIMIT_EXCEEDED,57,29,1,2,WALLET,20,Sunday,0
TXN_008907,CUST_07659,13280.77,NETBANKING,FAILED,CARD_DECLINED,33,7,13,0,NETBANKING,13,Friday,0
TXN_008908,CUST_04258,16330.88,UPI,FAILED,BANK_SERVER_DOWN,36,2,15,3,WALLET,9,Tuesday,1
TXN_008917,CUST_04512,7845.77,UPI,FAILED,INSUFFICIENT_FUNDS,44,1,19,6,WALLET,1,Friday,1
TXN_008918,CUST_00322,13783.48,WALLET,FAILED,NETWORK_ERROR,57,19,20,10,NETBANKING,7,Saturday,1
TXN_008932,CUST_02682,16961.16,WALLET,FAILED,NETWORK_ERROR,19,13,23,9,UPI,7,Thursday,1
TXN_008953,CUST_06145,15088.24,NETBANKING,FAILED,BANK_SERVER_DOWN,43,5,23,7,CARD,5,Thursday,1
TXN_008954,CUST_02796,15458.23,WALLET,FAILED,LIMIT_EXCEEDED,19,5,5,4,UPI,21,Friday,0
TXN_008975,CUST_07581,3423.16,CARD,FAILED,BANK_SERVER_DOWN,33,30,7,5,UPI,15,Thursday,1
TXN_008976,CUST_01764,10670.98,WALLET,FAILED,LIMIT_EXCEEDED,22,17,1,6,UPI,2,Wednesday,0
TXN_008988,CUST_04600,8023.29,NETBANKING,FAILED,NETWORK_ERROR,50,22,23,4,WALLET,20,Tuesday,0
TXN_008992,CUST_09868,9932.5,NETBANKING,FAILED,INSUFFICIENT_FUNDS,36,1,1,3,CARD,19,Friday,0
TXN_009008,CUST_07711,2999.69,UPI,FAILED,BANK_TIMEOUT,18,18,8,8,UPI,19,Wednesday,0
TXN_009009,CUST_00837,12529.88,UPI,FAILED,CARD_DECLINED,39,26,14,8,WALLET,23,Sunday,0
TXN_009010,CUST_02158,17296.43,NETBANKING,FAILED,BANK_SERVER_DOWN,40,16,8,3,CARD,11,Sunday,0
TXN_009014,CUST_08647,22014.3,CARD,FAILED,INSUFFICIENT_FUNDS,20,15,19,0,CARD,1,Saturday,0
TXN_009018,CUST_03754,18817.87,NETBANKING,FAILED,BANK_SERVER_DOWN,60,17,2,9,CARD,21,Tuesday,0
TXN_009030,CUST_02262,18008.59,NETBANKING,FAILED,BANK_SERVER_DOWN,42,29,22,6,WALLET,11,Wednesday,0
TXN_009043,CUST_02749,17466.39,UPI,FAILED,OTP_FAILURE,48,21,24,10,NETBANKING,18,Friday,0
TXN_009050,CUST_08997,10469.04,WALLET,FAILED,LIMIT_EXCEEDED,21,17,2,10,CARD,17,Monday,0
TXN_009057,CUST_02540,8998.0,NETBANKING,FAILED,INSUFFICIENT_FUNDS,39,4,14,6,UPI,14,Thursday,0
TXN_009062,CUST_05856,3133.39,CARD,FAILED,CARD_DECLINED,54,26,5,10,UPI,11,Sunday,0
TXN_009070,CUST_09649,10966.08,NETBANKING,FAILED,INSUFFICIENT_FUNDS,43,15,23,1,NETBANKING,17,Sunday,1
TXN_009074,CUST_02450,16471.26,WALLET,FAILED,OTP_FAILURE,50,25,25,10,NETBANKING,23,Sunday,0
TXN_009076,CUST_09450,7271.45,CARD,FAILED,BANK_SERVER_DOWN,38,8,16,6,UPI,14,Sunday,0
TXN_009084,CUST_03525,3461.84,NETBANKING,FAILED,BANK_SERVER_DOWN,33,17,9,7,WALLET,12,Tuesday,0
TXN_009088,CUST_05516,18610.96,CARD,FAILED,CARD_DECLINED,32,20,14,7,NETBANKING,2,Tuesday,0
TXN_009091,CUST_02970,20805.68,NETBANKING,FAILED,INSUFFICIENT_FUNDS,22,14,9,2,WALLET,15,Sunday,0
TXN_009097,CUST_09831,18738.41,NETBANKING,FAILED,CARD_DECLINED,40,20,14,0,NETBANKING,13,Friday,0
TXN_009100,CUST_02092,20227.88,UPI,FAILED,LIMIT_EXCEEDED,48,7,24,6,NETBANKING,15,Saturday,0
TXN_009109,CUST_01313,22159.18,UPI,FAILED,OTP_FAILURE,21,9,21,0,NETBANKING,19,Friday,0
TXN_009112,CUST_00686,6218.46,CARD,FAILED,INSUFFICIENT_FUNDS,40,14,11,3,CARD,5,Wednesday,0
TXN_009113,CUST_06227,12243.41,WALLET,FAILED,NETWORK_ERROR,48,14,10,0,CARD,7,Saturday,1
TXN_009120,CUST_09417,19796.54,WALLET,FAILED,CARD_DECLINED,32,26,13,2,CARD,20,Tuesday,0
TXN_009124,CUST_06318,16733.8,NETBANKING,FAILED,OTP_FAILURE,46,1,14,1,UPI,18,Saturday,0
TXN_009147,CUST_07037,23125.99,UPI,FAILED,BANK_SERVER_DOWN,56,22,14,5,NETBANKING,1,Wednesday,0
TXN_009149,CUST_03794,18211.55,CARD,FAILED,CARD_DECLINED,31,14,2,5,WALLET,22,Monday,0
TXN_009150,CUST_01228,11189.81,WALLET,FAILED,BANK_TIMEOUT,21,21,9,6,CARD,4,Friday,0
TXN_009158,CUST_08763,16737.57,UPI,FAILED,OTP_FAILURE,38,9,21,9,WALLET,17,Saturday,1
TXN_009189,CUST_06841,21577.63,UPI,FAILED,BANK_TIMEOUT,31,9,25,1,UPI,8,Thursday,0
TXN_009190,CUST_04683,4961.3,NETBANKING,FAILED,INSUFFICIENT_FUNDS,22,14,23,0,UPI,20,Tuesday,0
TXN_009196,CUST_06403,1455.27,CARD,FAILED,LIMIT_EXCEEDED,60,24,10,2,WALLET,3,Saturday,0
TXN_009198,CUST_09514,4333.67,WALLET,FAILED,NETWORK_ERROR,36,8,9,9,WALLET,18,Friday,0
TXN_009222,CUST_01113,2788.88,UPI,FAILED,INSUFFICIENT_FUNDS,26,27,17,7,NETBANKING,1,Monday,0
TXN_009234,CUST_07056,20759.36,WALLET,FAILED,LIMIT_EXCEEDED,44,29,10,6,CARD,1,Wednesday,0
TXN_009235,CUST_05816,423.78,WALLET,FAILED,NETWORK_ERROR,44,9,20,1,UPI,5,Wednesday,1
TXN_009241,CUST_05606,10449.51,WALLET,FAILED,INSUFFICIENT_FUNDS,41,28,17,7,UPI,23,Monday,0
TXN_009245,CUST_06300,10142.15,CARD,FAILED,BANK_SERVER_DOWN,26,10,19,5,CARD,23,Friday,0
TXN_009247,CUST_09857,10001.5,CARD,FAILED,NETWORK_ERROR,30,21,8,8,UPI,0,Friday,0
TXN_009256,CUST_09547,16019.21,CARD,FAILED,CARD_DECLINED,49,19,12,9,WALLET,2,Tuesday,0
TXN_009269,CUST_01906,9261.13,UPI,FAILED,BANK_TIMEOUT,22,26,15,0,UPI,11,Saturday,1
TXN_009273,CUST_00138,4388.87,NETBANKING,FAILED,CARD_DECLINED,29,15,19,10,WALLET,2,Thursday,0
TXN_009279,CUST_07331,24139.85,UPI,FAILED,LIMIT_EXCEEDED,36,1,18,9,WALLET,0,Tuesday,1
TXN_009281,CUST_07641,16313.59,WALLET,FAILED,INSUFFICIENT_FUNDS,28,18,14,9,WALLET,20,Wednesday,1
TXN_009291,CUST_00892,7703.25,UPI,FAILED,LIMIT_EXCEEDED,46,8,18,7,UPI,4,Thursday,0
TXN_009294,CUST_09100,24844.69,WALLET,FAILED,INSUFFICIENT_FUNDS,57,14,10,6,NETBANKING,12,Sunday,1
TXN_009301,CUST_05413,19684.38,WALLET,FAILED,BANK_TIMEOUT,28,24,13,8,CARD,22,Thursday,1
TXN_009309,CUST_03963,12085.12,UPI,FAILED,BANK_TIMEOUT,38,13,13,1,WALLET,12,Tuesday,0
TXN_009321,CUST_07988,13144.16,WALLET,FAILED,LIMIT_EXCEEDED,58,10,12,0,WALLET,1,Monday,0
TXN_009331,CUST_04624,24742.82,UPI,FAILED,INSUFFICIENT_FUNDS,20,9,2,2,WALLET,20,Monday,0
TXN_009333,CUST_08319,4836.7,NETBANKING,FAILED,BANK_TIMEOUT,43,11,8,1,WALLET,13,Tuesday,1
TXN_009334,CUST_05298,4693.24,NETBANKING,FAILED,BANK_SERVER_DOWN,54,14,15,9,WALLET,7,Wednesday,1
TXN_009336,CUST_09759,16819.69,NETBANKING,FAILED,OTP_FAILURE,27,2,12,8,UPI,14,Monday,0
TXN_009338,CUST_07837,5001.36,NETBANKING,FAILED,CARD_DECLINED,25,4,16,10,CARD,8,Thursday,0
TXN_009340,CUST_04516,3696.85,WALLET,FAILED,NETWORK_ERROR,34,20,14,3,UPI,20,Wednesday,1
TXN_009347,CUST_07437,4476.85,UPI,FAILED,NETWORK_ERROR,53,9,10,6,UPI,0,Monday,1
TXN_009351,CUST_01267,7785.37,NETBANKING,FAILED,INSUFFICIENT_FUNDS,46,23,7,7,CARD,4,Tuesday,0
TXN_009355,CUST_01606,5769.73,UPI,FAILED,INSUFFICIENT_FUNDS,32,23,18,1,NETBANKING,23,Wednesday,0
TXN_009356,CUST_06098,8803.21,CARD,FAILED,INSUFFICIENT_FUNDS,60,4,10,8,WALLET,20,Monday,0
TXN_009357,CUST_07829,245.81,UPI,FAILED,OTP_FAILURE,21,16,6,9,CARD,13,Tuesday,0
TXN_009365,CUST_06908,6123.66,CARD,FAILED,BANK_TIMEOUT,28,22,16,6,CARD,8,Friday,1
TXN_009369,CUST_09811,10313.7,UPI,FAILED,INSUFFICIENT_FUNDS,32,14,24,2,NETBANKING,20,Tuesday,0
TXN_009383,CUST_09316,22478.99,UPI,FAILED,NETWORK_ERROR,45,25,24,2,WALLET,15,Saturday,1
TXN_009387,CUST_06006,16257.46,NETBANKING,FAILED,NETWORK_ERROR,33,21,9,0,NETBANKING,1,Saturday,0
TXN_009389,CUST_08599,1139.01,NETBANKING,FAILED,BANK_SERVER_DOWN,20,28,20,1,CARD,1,Thursday,0
TXN_009395,CUST_04105,12099.33,UPI,FAILED,OTP_FAILURE,56,13,11,7,UPI,12,Tuesday,0
TXN_009396,CUST_04714,2385.66,NETBANKING,FAILED,BANK_SERVER_DOWN,39,27,7,3,UPI,10,Thursday,0
TXN_009397,CUST_09583,23094.78,CARD,FAILED,LIMIT_EXCEEDED,34,18,15,5,WALLET,6,Monday,0
TXN_009398,CUST_00738,568.77,WALLET,FAILED,CARD_DECLINED,24,27,4,7,CARD,18,Thursday,0
TXN_009408,CUST_04178,14418.46,NETBANKING,FAILED,BANK_TIMEOUT,49,10,11,5,UPI,18,Saturday,1
TXN_009418,CUST_08795,11488.46,NETBANKING,FAILED,BANK_TIMEOUT,48,19,10,9,CARD,4,Wednesday,1
TXN_009426,CUST_00937,2446.09,WALLET,FAILED,BANK_SERVER_DOWN,43,14,18,9,NETBANKING,4,Thursday,0
TXN_009450,CUST_05565,12799.2,CARD,FAILED,BANK_TIMEOUT,19,6,5,2,NETBANKING,1,Monday,0
TXN_009455,CUST_05637,13977.86,UPI,FAILED,CARD_DECLINED,57,29,12,2,UPI,14,Monday,1
TXN_009476,CUST_07891,20256.6,CARD,FAILED,BANK_TIMEOUT,28,17,8,9,WALLET,1,Friday,1
TXN_009478,CUST_06888,9292.18,WALLET,FAILED,LIMIT_EXCEEDED,35,24,2,7,WALLET,12,Monday,0
TXN_009479,CUST_01054,16430.55,UPI,FAILED,BANK_SERVER_DOWN,53,3,4,10,CARD,20,Thursday,0
TXN_009482,CUST_00427,10393.92,CARD,FAILED,OTP_FAILURE,55,16,13,10,UPI,9,Thursday,1
TXN_009486,CUST_07303,14959.8,CARD,FAILED,BANK_SERVER_DOWN,43,29,11,1,WALLET,8,Wednesday,0
TXN_009487,CUST_09774,17609.35,CARD,FAILED,NETWORK_ERROR,55,1,4,5,WALLET,23,Thursday,0
TXN_009491,CUST_00745,20619.9,UPI,FAILED,INSUFFICIENT_FUNDS,32,26,12,2,CARD,15,Friday,0
TXN_009504,CUST_00668,2923.98,CARD,FAILED,INSUFFICIENT_FUNDS,26,21,11,0,UPI,13,Tuesday,0
TXN_009507,CUST_07840,1486.75,CARD,FAILED,LIMIT_EXCEEDED,46,25,18,1,WALLET,7,Saturday,0
TXN_009510,CUST_08531,2567.26,UPI,FAILED,OTP_FAILURE,59,14,8,7,CARD,20,Thursday,1
TXN_009513,CUST_06149,18646.77,CARD,FAILED,LIMIT_EXCEEDED,23,18,18,6,NETBANKING,5,Wednesday,0
TXN_009516,CUST_00332,5000.34,CARD,FAILED,BANK_SERVER_DOWN,32,24,15,5,CARD,8,Tuesday,1
TXN_009518,CUST_06357,3944.39,NETBANKING,FAILED,OTP_FAILURE,23,23,13,4,CARD,18,Friday,1
TXN_009521,CUST_04615,21934.17,NETBANKING,FAILED,OTP_FAILURE,59,4,3,1,UPI,12,Monday,0
TXN_009527,CUST_07175,18429.52,UPI,FAILED,BANK_SERVER_DOWN,24,10,2,1,NETBANKING,9,Saturday,0
TXN_009532,CUST_05596,2124.53,NETBANKING,FAILED,CARD_DECLINED,48,27,22,10,UPI,1,Friday,0
TXN_009534,CUST_03009,1462.63,UPI,FAILED,INSUFFICIENT_FUNDS,31,14,11,3,NETBANKING,4,Thursday,0
TXN_009541,CUST_07268,2486.03,WALLET,FAILED,CARD_DECLINED,26,29,19,8,UPI,17,Wednesday,0
TXN_009542,CUST_08012,18321.16,NETBANKING,FAILED,CARD_DECLINED,45,29,22,3,NETBANKING,5,Saturday,0
TXN_009543,CUST_06734,14180.77,CARD,FAILED,NETWORK_ERROR,58,30,8,3,WALLET,11,Friday,0
TXN_009546,CUST_09456,23453.89,CARD,FAILED,OTP_FAILURE,26,25,7,1,UPI,4,Tuesday,0
TXN_009553,CUST_04758,7910.25,CARD,FAILED,BANK_SERVER_DOWN,20,28,22,6,CARD,1,Sunday,0
TXN_009558,CUST_05824,4757.32,NETBANKING,FAILED,LIMIT_EXCEEDED,51,29,10,1,CARD,23,Thursday,1
TXN_009572,CUST_02389,14616.37,UPI,FAILED,CARD_DECLINED,45,6,21,7,NETBANKING,22,Saturday,0
TXN_009581,CUST_03506,14264.89,UPI,FAILED,INSUFFICIENT_FUNDS,56,4,7,9,CARD,20,Saturday,0
TXN_009584,CUST_05560,5020.9,UPI,FAILED,NETWORK_ERROR,21,9,17,4,CARD,22,Wednesday,0
TXN_009588,CUST_00999,9528.93,CARD,FAILED,LIMIT_EXCEEDED,36,26,17,0,UPI,6,Wednesday,0
TXN_009592,CUST_06361,17082.39,WALLET,FAILED,CARD_DECLINED,33,20,8,4,NETBANKING,18,Friday,0
TXN_009596,CUST_03441,8797.18,UPI,FAILED,INSUFFICIENT_FUNDS,38,19,11,5,WALLET,10,Monday,0
TXN_009615,CUST_05806,22880.78,WALLET,FAILED,CARD_DECLINED,22,17,13,3,UPI,17,Friday,0
TXN_009623,CUST_07785,13154.97,UPI,FAILED,BANK_SERVER_DOWN,37,7,12,2,NETBANKING,8,Wednesday,0
TXN_009629,CUST_09559,2292.03,UPI,FAILED,OTP_FAILURE,56,18,24,10,NETBANKING,13,Monday,1
TXN_009634,CUST_01404,5530.86,UPI,FAILED,NETWORK_ERROR,32,5,1,9,WALLET,17,Monday,1
TXN_009642,CUST_09198,17454.32,WALLET,FAILED,NETWORK_ERROR,49,26,24,9,WALLET,6,Saturday,1
TXN_009644,CUST_04455,24984.74,WALLET,FAILED,BANK_TIMEOUT,32,24,14,9,WALLET,19,Wednesday,1
TXN_009646,CUST_08435,19108.45,WALLET,FAILED,BANK_TIMEOUT,19,12,7,5,WALLET,9,Monday,1
TXN_009647,CUST_05366,22907.34,NETBANKING,FAILED,LIMIT_EXCEEDED,60,28,12,2,UPI,4,Friday,0
TXN_009657,CUST_00445,14808.55,UPI,FAILED,NETWORK_ERROR,58,7,4,9,CARD,3,Sunday,0
TXN_009660,CUST_02567,16950.12,WALLET,FAILED,CARD_DECLINED,20,22,16,4,NETBANKING,4,Thursday,0
TXN_009666,CUST_02884,21703.99,WALLET,FAILED,CARD_DECLINED,36,1,15,9,CARD,0,Thursday,0
TXN_009667,CUST_04160,22023.47,NETBANKING,FAILED,BANK_TIMEOUT,26,27,18,1,CARD,22,Sunday,0
TXN_009676,CUST_09111,18667.2,UPI,FAILED,CARD_DECLINED,57,23,3,7,CARD,22,Monday,0
TXN_009677,CUST_02003,5657.13,NETBANKING,FAILED,INSUFFICIENT_FUNDS,58,12,20,4,CARD,13,Sunday,0
TXN_009679,CUST_02551,3320.26,UPI,FAILED,CARD_DECLINED,47,10,23,5,NETBANKING,6,Friday,0
TXN_009681,CUST_09979,18362.69,UPI,FAILED,LIMIT_EXCEEDED,60,27,7,6,NETBANKING,4,Monday,0
TXN_009688,CUST_03503,4818.47,CARD,FAILED,OTP_FAILURE,38,16,1,5,CARD,4,Thursday,0
TXN_009694,CUST_02283,20149.67,WALLET,FAILED,INSUFFICIENT_FUNDS,20,19,3,6,UPI,22,Saturday,0
TXN_009696,CUST_08208,24584.57,UPI,FAILED,NETWORK_ERROR,56,18,18,6,NETBANKING,4,Saturday,1
TXN_009712,CUST_03937,11278.42,WALLET,FAILED,CARD_DECLINED,30,17,22,1,NETBANKING,2,Tuesday,0
TXN_009714,CUST_05480,18810.05,UPI,FAILED,BANK_SERVER_DOWN,27,17,23,4,CARD,12,Thursday,0
TXN_009718,CUST_05501,1618.46,UPI,FAILED,CARD_DECLINED,44,7,20,5,WALLET,21,Tuesday,1
TXN_009729,CUST_03278,10779.24,WALLET,FAILED,OTP_FAILURE,55,2,23,6,UPI,19,Thursday,0
TXN_009731,CUST_02922,7923.46,UPI,FAILED,BANK_TIMEOUT,38,15,18,10,CARD,11,Monday,1
TXN_009737,CUST_00292,19023.43,NETBANKING,FAILED,INSUFFICIENT_FUNDS,30,29,23,8,CARD,8,Saturday,0
TXN_009749,CUST_08807,18807.77,UPI,FAILED,INSUFFICIENT_FUNDS,30,1,11,6,NETBANKING,0,Thursday,0
TXN_009761,CUST_02317,5218.88,UPI,FAILED,CARD_DECLINED,26,30,5,7,WALLET,19,Wednesday,0
TXN_009767,CUST_06706,19173.64,WALLET,FAILED,CARD_DECLINED,26,26,5,3,CARD,2,Friday,0
TXN_009775,CUST_04009,3463.09,WALLET,FAILED,OTP_FAILURE,57,8,15,3,NETBANKING,9,Wednesday,0
TXN_009779,CUST_06038,1317.5,UPI,FAILED,NETWORK_ERROR,55,24,23,0,CARD,10,Thursday,0
TXN_009785,CUST_00229,22445.1,NETBANKING,FAILED,INSUFFICIENT_FUNDS,54,24,13,2,CARD,17,Sunday,1
TXN_009804,CUST_00942,9289.11,CARD,FAILED,BANK_TIMEOUT,30,18,19,4,UPI,4,Thursday,0
TXN_009808,CUST_05311,837.33,WALLET,FAILED,OTP_FAILURE,19,16,6,4,CARD,5,Wednesday,1
TXN_009812,CUST_07599,24463.7,NETBANKING,FAILED,LIMIT_EXCEEDED,44,18,6,6,CARD,22,Wednesday,0
TXN_009824,CUST_09748,142.13,UPI,FAILED,CARD_DECLINED,52,9,24,2,NETBANKING,22,Friday,1
TXN_009833,CUST_02170,8811.97,NETBANKING,FAILED,LIMIT_EXCEEDED,50,12,21,9,UPI,5,Thursday,0
TXN_009837,CUST_07356,4131.64,CARD,FAILED,OTP_FAILURE,33,4,16,9,UPI,3,Monday,0
TXN_009852,CUST_05934,10674.85,UPI,FAILED,BANK_TIMEOUT,51,17,23,0,NETBANKING,15,Monday,1
TXN_009859,CUST_08743,2115.0,CARD,FAILED,INSUFFICIENT_FUNDS,47,12,13,10,NETBANKING,3,Wednesday,0
TXN_009860,CUST_06049,3353.76,WALLET,FAILED,OTP_FAILURE,51,6,22,9,WALLET,15,Tuesday,1
TXN_009865,CUST_03216,4904.69,CARD,FAILED,NETWORK_ERROR,31,18,4,3,UPI,5,Friday,1
TXN_009885,CUST_04900,22737.03,NETBANKING,FAILED,LIMIT_EXCEEDED,34,9,5,3,CARD,8,Thursday,0
TXN_009888,CUST_07550,6262.98,UPI,FAILED,BANK_SERVER_DOWN,35,24,17,3,WALLET,23,Saturday,0
TXN_009894,CUST_03575,3084.65,CARD,FAILED,BANK_SERVER_DOWN,55,21,20,1,UPI,12,Wednesday,0
TXN_009908,CUST_09843,6799.81,UPI,FAILED,BANK_TIMEOUT,21,25,20,2,NETBANKING,8,Tuesday,0
TXN_009929,CUST_02424,21749.53,NETBANKING,FAILED,INSUFFICIENT_FUNDS,26,9,12,4,CARD,10,Friday,0
TXN_009940,CUST_01986,9482.28,WALLET,FAILED,INSUFFICIENT_FUNDS,19,6,16,8,CARD,1,Sunday,0
TXN_009956,CUST_01164,17914.25,UPI,FAILED,NETWORK_ERROR,20,22,24,0,UPI,11,Friday,0
TXN_009961,CUST_01741,4937.41,UPI,FAILED,CARD_DECLINED,51,29,24,9,CARD,1,Friday,0
TXN_009963,CUST_06652,21382.56,NETBANKING,FAILED,BANK_TIMEOUT,57,12,13,0,UPI,10,Tuesday,0
TXN_009966,CUST_02287,3268.42,UPI,FAILED,NETWORK_ERROR,60,2,11,7,UPI,7,Friday,1
TXN_009968,CUST_04241,4926.83,UPI,FAILED,LIMIT_EXCEEDED,49,25,5,6,NETBANKING,13,Friday,1
TXN_009972,CUST_09624,14186.12,NETBANKING,FAILED,BANK_TIMEOUT,56,13,22,2,UPI,19,Friday,1
TXN_009977,CUST_00668,9738.37,CARD,FAILED,BANK_TIMEOUT,26,21,11,0,UPI,6,Friday,1
TXN_009978,CUST_06235,7092.34,CARD,FAILED,LIMIT_EXCEEDED,32,2,8,9,NETBANKING,1,Thursday,0
TXN_009985,CUST_06752,1401.56,WALLET,FAILED,NETWORK_ERROR,55,3,20,3,CARD,20,Sunday,1
TXN_009988,CUST_06022,16083.3,CARD,FAILED,INSUFFICIENT_FUNDS,43,9,17,6,WALLET,2,Monday,0
TXN_009996,CUST_05230,15692.41,UPI,FAILED,BANK_SERVER_DOWN,56,21,23,3,CARD,4,Wednesday,0
TXN_009997,CUST_05090,5229.87,WALLET,FAILED,INSUFFICIENT_FUNDS,52,10,4,6,CARD,15,Monday,0
TXN_010000,CUST_09336,20244.75,CARD,FAILED,BANK_SERVER_DOWN,51,14,15,6,UPI,21,Monday,0
TXN_010001,CUST_08209,4300.71,CARD,FAILED,CARD_DECLINED,18,9,2,6,UPI,21,Tuesday,0
TXN_010002,CUST_00544,16781.85,UPI,FAILED,INSUFFICIENT_FUNDS,24,29,2,1,CARD,14,Tuesday,0
TXN_010009,CUST_05818,3534.82,CARD,FAILED,NETWORK_ERROR,48,17,5,2,WALLET,5,Friday,0
TXN_010011,CUST_05263,12931.76,CARD,FAILED,INSUFFICIENT_FUNDS,20,10,11,9,WALLET,8,Sunday,0
TXN_010018,CUST_04749,24140.62,NETBANKING,FAILED,BANK_TIMEOUT,23,20,15,4,WALLET,11,Sunday,1
TXN_010021,CUST_07016,15094.08,WALLET,FAILED,LIMIT_EXCEEDED,34,29,23,0,UPI,13,Friday,1
TXN_010034,CUST_03963,3546.43,NETBANKING,FAILED,BANK_TIMEOUT,38,13,13,1,WALLET,10,Friday,1
TXN_010042,CUST_05286,9283.59,UPI,FAILED,INSUFFICIENT_FUNDS,50,3,18,10,CARD,22,Tuesday,0
TXN_010048,CUST_05885,8704.53,UPI,FAILED,CARD_DECLINED,43,9,23,5,WALLET,6,Sunday,0
TXN_010049,CUST_08209,6802.1,UPI,FAILED,BANK_TIMEOUT,18,9,2,6,UPI,21,Monday,1
TXN_010052,CUST_02763,24449.75,CARD,FAILED,OTP_FAILURE,27,2,17,3,WALLET,14,Wednesday,0
TXN_010054,CUST_08562,1865.91,WALLET,FAILED,INSUFFICIENT_FUNDS,43,29,18,8,CARD,7,Saturday,0
TXN_010057,CUST_03151,19627.28,NETBANKING,FAILED,BANK_SERVER_DOWN,60,19,21,2,UPI,10,Tuesday,0
TXN_010060,CUST_03508,2740.22,CARD,FAILED,BANK_TIMEOUT,33,17,2,2,UPI,4,Tuesday,1
TXN_010065,CUST_07681,22392.69,UPI,FAILED,NETWORK_ERROR,56,9,25,0,WALLET,9,Sunday,0
TXN_010075,CUST_04811,24348.51,NETBANKING,FAILED,CARD_DECLINED,29,10,5,9,WALLET,9,Thursday,0
TXN_010077,CUST_06419,5218.52,NETBANKING,FAILED,CARD_DECLINED,53,19,20,8,UPI,10,Thursday,1
TXN_010089,CUST_02636,7538.09,CARD,FAILED,NETWORK_ERROR,33,29,8,4,CARD,7,Tuesday,1
TXN_010096,CUST_08469,7850.8,CARD,FAILED,CARD_DECLINED,48,6,1,9,WALLET,9,Monday,0
TXN_010105,CUST_08619,5011.63,NETBANKING,FAILED,LIMIT_EXCEEDED,56,19,7,2,CARD,8,Wednesday,0
TXN_010114,CUST_04674,7241.85,WALLET,FAILED,BANK_TIMEOUT,49,5,21,8,WALLET,11,Saturday,0
TXN_010115,CUST_00639,16756.94,UPI,FAILED,BANK_SERVER_DOWN,21,20,15,3,NETBANKING,15,Saturday,0
TXN_010119,CUST_09296,11482.35,NETBANKING,FAILED,OTP_FAILURE,47,8,3,3,UPI,2,Tuesday,0
TXN_010125,CUST_04894,15676.99,WALLET,FAILED,LIMIT_EXCEEDED,52,29,2,0,UPI,0,Sunday,0
TXN_010127,CUST_03262,23244.78,WALLET,FAILED,LIMIT_EXCEEDED,48,11,9,3,UPI,9,Saturday,0
TXN_010139,CUST_09295,6219.58,UPI,FAILED,NETWORK_ERROR,60,26,14,1,UPI,8,Monday,1
TXN_010141,CUST_05252,9386.8,WALLET,FAILED,OTP_FAILURE,46,8,16,5,CARD,5,Wednesday,0
TXN_010158,CUST_00492,9862.07,NETBANKING,FAILED,BANK_TIMEOUT,53,11,12,10,WALLET,9,Thursday,0
TXN_010163,CUST_05132,17316.73,NETBANKING,FAILED,NETWORK_ERROR,35,26,4,10,UPI,3,Saturday,0
TXN_010164,CUST_00516,13084.61,CARD,FAILED,BANK_SERVER_DOWN,45,28,2,9,NETBANKING,13,Saturday,0
TXN_010172,CUST_02991,19634.39,WALLET,FAILED,BANK_SERVER_DOWN,42,14,3,9,UPI,18,Monday,0
TXN_010178,CUST_08576,11178.13,WALLET,FAILED,INSUFFICIENT_FUNDS,43,21,20,4,CARD,0,Friday,0
TXN_010183,CUST_09454,12187.7,CARD,FAILED,NETWORK_ERROR,22,17,14,2,WALLET,16,Sunday,1
TXN_010184,CUST_07263,15238.41,UPI,FAILED,CARD_DECLINED,51,25,4,10,WALLET,5,Wednesday,0
TXN_010186,CUST_01194,8194.86,UPI,FAILED,BANK_SERVER_DOWN,18,23,7,5,WALLET,14,Tuesday,0
TXN_010191,CUST_09995,1965.64,NETBANKING,FAILED,BANK_TIMEOUT,39,15,19,6,UPI,0,Sunday,1
TXN_010196,CUST_07979,7459.91,WALLET,FAILED,CARD_DECLINED,55,8,8,9,UPI,15,Tuesday,0
